"","16S-bodega-bay-fecal-experiment_Blank.1","16S-bodega-bay-fecal-experiment_Blank.10","16S-bodega-bay-fecal-experiment_Blank.11","16S-bodega-bay-fecal-experiment_Blank.12","16S-bodega-bay-fecal-experiment_Blank.2","16S-bodega-bay-fecal-experiment_Blank.3","16S-bodega-bay-fecal-experiment_Blank.4","16S-bodega-bay-fecal-experiment_Blank.5","16S-bodega-bay-fecal-experiment_Blank.6","16S-bodega-bay-fecal-experiment_Blank.7","16S-bodega-bay-fecal-experiment_Blank.8","16S-bodega-bay-fecal-experiment_Blank.9","16S-bodega-bay-fecal-experiment_CC.B.1.1","16S-bodega-bay-fecal-experiment_CC.B.1.2","16S-bodega-bay-fecal-experiment_CC.B.1.3","16S-bodega-bay-fecal-experiment_CC.B.2.1","16S-bodega-bay-fecal-experiment_CC.B.2.2","16S-bodega-bay-fecal-experiment_CC.B.2.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.2","16S-bodega-bay-fecal-experiment_CC.B.3.3","16S-bodega-bay-fecal-experiment_CC.B.4.1","16S-bodega-bay-fecal-experiment_CC.B.4.2","16S-bodega-bay-fecal-experiment_CC.B.4.3","16S-bodega-bay-fecal-experiment_CC.SG.1.1","16S-bodega-bay-fecal-experiment_CC.SG.1.2","16S-bodega-bay-fecal-experiment_CC.SG.1.3","16S-bodega-bay-fecal-experiment_CC.SG.2.1","16S-bodega-bay-fecal-experiment_CC.SG.2.2","16S-bodega-bay-fecal-experiment_CC.SG.2.3","16S-bodega-bay-fecal-experiment_CC.SG.3.1","16S-bodega-bay-fecal-experiment_CC.SG.3.2","16S-bodega-bay-fecal-experiment_CC.SG.3.3","16S-bodega-bay-fecal-experiment_CC.SG.4.1","16S-bodega-bay-fecal-experiment_CC.SG.4.2","16S-bodega-bay-fecal-experiment_CC.SG.4.3","16S-bodega-bay-fecal-experiment_MM.B.1.1","16S-bodega-bay-fecal-experiment_MM.B.1.2","16S-bodega-bay-fecal-experiment_MM.B.1.3","16S-bodega-bay-fecal-experiment_MM.B.2.1","16S-bodega-bay-fecal-experiment_MM.B.2.2","16S-bodega-bay-fecal-experiment_MM.B.2.3","16S-bodega-bay-fecal-experiment_MM.B.3.1","16S-bodega-bay-fecal-experiment_MM.B.3.2","16S-bodega-bay-fecal-experiment_MM.B.3.3","16S-bodega-bay-fecal-experiment_MM.B.4.1","16S-bodega-bay-fecal-experiment_MM.B.4.2","16S-bodega-bay-fecal-experiment_MM.B.4.3","16S-bodega-bay-fecal-experiment_MM.SG.1.1","16S-bodega-bay-fecal-experiment_MM.SG.1.2","16S-bodega-bay-fecal-experiment_MM.SG.1.3","16S-bodega-bay-fecal-experiment_MM.SG.2.1","16S-bodega-bay-fecal-experiment_MM.SG.2.2","16S-bodega-bay-fecal-experiment_MM.SG.2.3","16S-bodega-bay-fecal-experiment_MM.SG.3.1","16S-bodega-bay-fecal-experiment_MM.SG.3.2","16S-bodega-bay-fecal-experiment_MM.SG.3.3","16S-bodega-bay-fecal-experiment_MM.SG.4.1","16S-bodega-bay-fecal-experiment_MM.SG.4.2","16S-bodega-bay-fecal-experiment_MM.SG.4.3","16S-bodega-bay-fecal-experiment_NegCtrl1","16S-bodega-bay-fecal-experiment_NegCtrl2","16S-bodega-bay-fecal-experiment_WP.MFH.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.1.2","16S-bodega-bay-fecal-experiment_WP.MFH.1.3","16S-bodega-bay-fecal-experiment_WP.MFH.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.2.2","16S-bodega-bay-fecal-experiment_WP.MFH.2.3","16S-bodega-bay-fecal-experiment_WP.MFH.3.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.3.2","16S-bodega-bay-fecal-experiment_WP.MFH.3.3","16S-bodega-bay-fecal-experiment_WP.MFH.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.4.2","16S-bodega-bay-fecal-experiment_WP.MFH.4.3","16S-bodega-bay-fecal-experiment_WP.MFL.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.1.2","16S-bodega-bay-fecal-experiment_WP.MFL.1.3","16S-bodega-bay-fecal-experiment_WP.MFL.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.2.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.2","16S-bodega-bay-fecal-experiment_WP.MFL.3.3","16S-bodega-bay-fecal-experiment_WP.MFL.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.4.2","16S-bodega-bay-fecal-experiment_WP.MFL.4.3","16S-bodega-bay-fecal-experiment_WP.SG.1.1","16S-bodega-bay-fecal-experiment_WP.SG.1.2","16S-bodega-bay-fecal-experiment_WP.SG.1.3","16S-bodega-bay-fecal-experiment_WP.SG.2.1","16S-bodega-bay-fecal-experiment_WP.SG.2.2","16S-bodega-bay-fecal-experiment_WP.SG.2.3","16S-bodega-bay-fecal-experiment_WP.SG.3.1","16S-bodega-bay-fecal-experiment_WP.SG.3.2","16S-bodega-bay-fecal-experiment_WP.SG.3.3","16S-bodega-bay-fecal-experiment_WP.SG.4.1","16S-bodega-bay-fecal-experiment_WP.SG.4.2","16S-bodega-bay-fecal-experiment_WP.SG.4.3","16S-bodega-bay-fecal-experiment_Zymo.Ctrl1","16S-bodega-bay-fecal-experiment_Zymo.Ctrl2"
"2.3.1.48",0,199,61,0,0,68,544,0,0,11,0,0,646,2037,2155,778,721,420,2127,1712,1507,170,549,761,589,1655,544,784,665,739,179,25336,2087,2453,282,254,949,1525,204,4558,2526,2203,767,876,1084,551,689,903,2396,1047,0,1542,1331,688,1576,1847,772,1319,2379,1338,0,0,913,834,337,769,392,368,92,1030,347,255,76,409,811,882,355,232,141,156,390,592,191,200,474,221,1084,1468,2146,2354,505,78,1673,1716,2305,1868,2181,2274,0,0
"2.3.1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,0,0,0,0,3,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.1.50",0,69,0,0,0,395,0,0,0,0,0,0,236,351,380,107,154,283,257,763,1090,490,472,676,86,212,174,421,447,167,405,3670,564,242,258,339,357,462,116,828,518,172,265,213,364,1364,584,782,375,198,0,277,717,305,479,435,753,674,453,480,0,65,727,1613,859,454,552,399,409,1239,699,425,128,490,941,764,592,615,499,518,1264,1196,747,792,620,852,161,208,178,246,312,103,180,131,179,113,212,199,0,0
"2.3.1.51",0,35346,9612,183,1659,11032,4808,9311,3466,2466,17934,1299,21329,59520,64358,27634,26393,29399,59864,72476,70666,29769,42028,52788,20555,45883,24521,44208,38550,29675,31787,847129,104690,61156,33724,52726,32338,47055,10081,97239,60908,46506,23627,26659,37399,49896,47246,49245,55769,29758,60,38284,59571,32163,46724,53425,48665,48221,64741,48578,2888,644,51986,85446,56485,37841,35146,25799,41056,54028,48388,40432,36634,28864,51589,46363,27080,53219,41822,30420,64000,55106,26222,25905,20295,44903,29837,39559,45941,60499,35248,7404,46293,42827,45435,41816,63152,48536,17906,24613
"2.3.1.54",0,4174,1928,66,116,3260,974,1609,68,425,598,33,4378,12035,11547,6198,6620,5556,12740,12953,12295,4596,8182,8770,4204,11206,5306,10361,8827,6997,2882,174523,20204,13227,4864,7162,6450,9678,2206,17786,12039,8625,3009,4155,5806,11669,7160,8892,10485,5664,18,6542,9659,6116,8012,9245,7271,7864,11371,9000,66,2,8336,8636,3024,3835,3424,3332,2027,5390,5340,7560,9250,3366,3854,4148,1794,3506,1981,2114,2876,3204,1218,2013,1407,1898,6168,8198,10275,16430,7032,1436,10289,9805,10999,9245,13632,10598,4845,6535
"2.3.1.57",0,3521,1222,11,301,2238,364,471,447,0,5366,25,1791,4363,4261,2085,3188,3571,4530,6684,8139,4830,6676,7031,1776,4226,2707,4839,4244,3453,4094,124048,14479,4734,5657,13470,3314,5555,1192,7174,4209,2384,3012,2912,4552,5629,7025,7778,4814,2529,0,3226,6766,3848,4767,5308,6033,4830,5745,5835,457,77,6140,13683,6910,4250,4620,3639,5078,5989,6038,5188,8781,3221,6476,5678,3723,7629,5492,3638,7747,6650,3697,3122,2141,5953,2703,3847,3649,6678,5404,1193,4026,3248,3134,4034,6564,3650,15422,21316
"2.3.1.59",0,99,0,0,0,38,0,611,0,0,0,0,143,331,284,135,53,34,183,211,205,51,112,121,138,250,53,101,130,119,63,2072,138,196,37,43,75,105,29,249,195,115,56,90,105,144,73,63,196,94,0,87,102,60,86,86,85,72,148,64,0,0,103,52,27,80,80,41,51,120,42,55,21,48,73,144,15,94,71,52,130,92,56,40,40,78,175,139,256,301,97,14,204,185,271,187,253,231,0,0
"2.3.1.60",0,46,0,0,0,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.1.61",0,17339,3832,76,903,5188,1640,4340,1774,1149,8270,750,7290,19902,20354,8956,9166,10551,17934,24906,26722,12604,18039,21017,6945,15472,7850,15681,13859,10881,15812,338401,38320,19766,14757,25370,12083,18319,3736,34026,21709,15358,9358,10310,15093,23255,19542,21429,20736,10611,18,14012,23150,12665,17925,19309,18880,17632,22812,18831,1707,250,20741,39312,27739,14810,15914,12201,19002,23520,19203,17032,21990,12139,23840,21296,13589,24668,19278,13630,28644,26195,13782,11484,9199,21621,10410,13562,15405,22556,14338,2949,15438,14800,15318,14771,23864,16406,7440,10384
"2.3.1.7",0,130,0,10,0,22,2,701,156,0,0,0,35,218,200,92,106,50,161,199,152,38,60,125,65,101,60,137,127,81,172,2824,486,269,185,225,66,109,0,258,147,123,74,78,106,61,113,110,152,68,0,158,141,79,163,207,113,192,209,182,0,26,351,513,346,543,299,124,320,303,427,254,144,187,455,329,226,453,366,289,602,363,148,272,165,408,99,117,113,125,67,16,208,141,348,170,191,135,0,0
"2.3.1.79",0,19107,692,33,400,2303,417,1458,870,79,3645,61,1874,5977,5899,3101,3008,2837,6150,6988,6669,2951,4595,5433,1990,4593,2279,5149,4190,3466,4254,100589,12368,6886,3582,9735,2978,4065,768,8269,5106,3721,1700,2013,3293,8325,3897,5043,4306,2305,9,3226,5476,2785,4005,4515,4913,4172,5549,4006,812,203,4632,7316,6294,3302,2996,2500,5144,4781,4766,4365,4089,2728,4535,4002,2449,6257,5448,3673,6988,5554,2966,2473,1550,5007,2519,3122,4029,6435,2875,715,4609,4391,4931,3636,5802,4529,15215,20892
"2.3.1.8",0,5706,3638,38,509,4364,961,3455,1327,1207,4489,258,5273,13853,14431,6895,7239,9969,15304,18166,19342,8322,12255,14262,5861,14554,8168,13939,11570,7841,7886,240464,28245,13739,9849,17015,7629,11727,2898,16760,10937,7657,5031,5875,7889,17347,13368,14042,12152,7142,20,7932,15178,8744,11126,12630,12837,11590,13296,13586,742,91,15150,22601,11601,9639,8309,6664,10363,11467,14040,15433,15367,6616,12124,11771,5829,16987,13170,9574,11653,9552,5805,6658,4170,11924,6619,9382,10036,16328,9596,2350,10271,9368,10009,9004,14564,9258,10807,14720
"2.3.1.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.1.81",0,638,45,0,13,574,489,284,12,11,1310,350,546,1409,1509,610,639,265,1647,1073,994,67,402,592,461,1344,372,684,614,633,86,18294,1490,1982,201,2489,674,1021,120,3612,2048,1998,593,663,746,1811,536,915,1826,746,0,1268,968,529,1130,1372,587,958,1980,996,0,0,833,400,104,769,243,205,19,807,228,306,163,302,604,684,204,183,119,168,233,267,77,191,341,149,868,943,1610,1765,363,66,1332,1393,1685,1448,1594,1707,615,825
"2.3.1.82",0,8539,366,20,70,487,48,2545,524,5,516,188,789,2272,2219,1108,1268,1680,2522,3524,3576,1641,2186,2858,948,2054,962,2276,1744,1246,1308,44045,5929,2912,1819,5761,1011,1756,385,3055,1958,1416,904,1028,1536,2607,1958,2249,1914,1148,10,1472,2476,1348,1885,2189,2057,1920,2267,2068,133,52,2730,4207,2142,3015,1882,1415,1962,3286,3354,1922,1950,1699,2725,2430,1292,3933,3175,2117,3423,2702,1696,2124,939,3543,1151,1308,1852,1967,1242,180,1865,1577,2164,1654,2257,1754,752,1035
"2.3.1.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"2.3.1.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.1.89",0,1762,58,28,100,733,13,69,29,15,919,18,81,198,281,144,195,65,162,206,123,95,132,83,79,176,26,101,173,107,269,3598,294,165,42,2250,59,37,8,227,134,157,73,51,96,1186,136,212,129,48,0,126,190,4,155,181,233,144,280,89,54,2,117,91,47,336,57,139,63,176,190,134,138,92,180,138,77,152,194,94,285,176,13,140,102,98,84,12,88,118,70,8,106,144,174,71,229,146,7380,10133
"2.3.1.9",0,55071,13823,223,3242,12242,7069,15925,4550,3487,27416,2947,29189,86913,85721,37746,36620,45928,87145,108794,113772,50832,66805,84836,29159,67198,36450,67737,60738,42027,46508,1258054,162687,87487,50316,88953,51968,73304,15916,142046,88501,62694,34455,39384,56990,77235,83063,83690,82614,44404,74,55930,93611,52941,73929,81538,79443,79290,93778,76146,7162,1032,83716,150977,92705,55464,56724,40095,60146,88520,79781,59342,50405,46015,76410,71482,45027,73060,55911,43571,97253,86655,39462,40112,32506,68286,39173,50533,63096,82546,48208,9912,66192,60467,65556,56076,82382,66581,27348,37039
"2.3.1.94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,3,0,15,0,10,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2.3.1.97",0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.2.10",0,743,85,0,14,410,0,243,29,99,562,0,17,508,736,237,378,981,966,919,706,347,218,810,246,464,223,531,344,188,260,9214,1332,890,321,1267,120,369,8,585,406,356,223,90,267,217,422,333,478,285,0,432,601,425,503,669,521,589,744,682,49,2,545,712,407,475,321,263,295,367,516,506,280,371,429,252,236,767,652,461,385,186,154,420,86,640,306,260,240,218,165,0,490,388,362,92,390,407,628,851
"2.3.2.13",0,12184,1707,29,121,922,655,508,198,348,4263,320,2838,8254,8631,3385,2928,3780,6488,10222,11396,5597,6894,8360,2354,4453,2944,5561,5390,3582,4660,102222,13640,6850,5174,9718,5675,8058,1810,15268,9975,7164,4237,4798,6572,8425,9282,9120,9255,4841,9,6100,9910,5662,8315,8624,7158,8386,10373,8206,328,0,7506,15235,11542,4026,6437,4361,5880,8572,6577,4244,3194,4904,8210,7474,5001,4456,2874,2950,10974,10633,4073,3253,3360,5050,3811,5002,4932,7049,5988,1400,5561,5064,4084,5031,8106,5359,6027,8476
"2.3.2.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.2.16",0,181,74,0,7,367,0,243,29,99,129,0,17,254,359,124,163,481,464,453,376,161,73,354,125,252,120,288,192,86,188,4490,650,432,156,938,58,188,8,295,208,187,114,45,116,96,189,177,222,149,0,225,314,193,242,345,228,261,353,355,49,2,359,434,173,218,131,98,121,193,233,202,118,160,208,97,97,271,219,156,140,49,60,209,45,221,148,132,108,116,70,0,210,164,185,32,190,183,628,851
"2.3.2.17",0,9,16,0,7,58,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,851
"2.3.2.18",0,9,42,0,7,58,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,851
"2.3.2.2",0,34633,5134,157,1637,6705,3357,4435,1860,2381,15874,872,10258,29846,31862,12841,13460,20110,28933,41183,46557,22846,27724,35497,9684,22032,14158,24994,21992,14193,25023,479841,60425,28508,22489,34947,18077,28138,6043,48495,30645,20038,14637,15807,23074,33507,37240,36521,29148,15892,9,20876,39840,21105,29497,31635,34235,31904,36440,32011,3457,466,38902,74625,54123,27756,29916,20686,35561,41916,38304,29202,24026,21473,42317,38163,24711,40252,31593,24610,55260,48385,21154,22517,17009,37553,12709,17420,18287,25632,20340,4437,20603,19184,17989,17975,26928,19679,11610,16386
"2.3.2.21",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.2.22",0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,6002
"2.3.2.23",0,0,0,0,0,0,0,0,0,0,0,73,14,10,65,43,12,0,3,0,7,0,0,3,30,22,6,12,0,0,58,684,43,7,0,0,0,22,0,113,56,116,6,0,48,0,0,0,17,22,0,10,14,0,8,8,0,9,16,0,0,0,43,19,0,36,0,8,0,35,0,0,4,10,26,25,13,21,5,10,0,20,7,18,6,0,39,0,84,3,0,0,39,64,0,44,40,20,0,0
"2.3.2.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.3.2.27",0,166,0,0,0,0,0,0,0,0,0,73,155,261,376,110,132,221,341,239,317,133,71,403,112,242,183,206,173,101,58,4172,376,326,96,106,32,236,68,473,298,384,136,116,200,46,294,290,190,226,0,243,252,18,266,218,302,222,299,194,0,0,182,274,146,256,234,76,126,230,358,216,39,119,204,334,154,151,111,156,153,173,251,160,73,118,136,192,357,55,76,0,302,229,259,287,304,251,0,0
"2.3.2.29",0,11824,3291,0,460,2315,927,913,1164,1054,5908,521,4849,13054,14466,5838,5941,7356,12450,17700,19116,9111,12258,13954,4286,9228,6470,11086,9921,6364,8185,188011,26219,11166,10213,14877,8578,12219,2850,20986,13300,9207,6334,7298,9666,17425,14794,14560,12861,7469,19,8934,15559,9068,12035,13120,12180,12914,15082,12748,1259,141,13938,24522,18220,8102,10106,7014,11942,13785,13858,10865,9566,7777,13696,11920,7689,12871,10341,7782,17293,15713,6619,6730,5106,11796,6659,9035,8022,11542,10157,2589,9438,7959,6860,8207,12929,8393,1857,2474
"2.3.2.3",0,2666,678,0,273,676,7,2363,209,0,1953,273,406,1287,1240,675,696,767,1433,1884,1658,632,878,1246,413,938,357,1146,980,707,503,22662,2344,1631,1029,2678,436,819,166,1575,1231,759,361,514,618,1073,876,854,1086,517,0,792,1193,625,869,1134,1031,1010,1302,1095,311,194,764,995,678,715,481,416,632,755,697,730,819,536,660,637,330,1143,1225,627,817,791,328,450,277,936,700,675,947,1336,735,160,1181,1098,1567,783,1544,1134,9536,13027
"2.3.2.30",0,326,250,0,21,147,38,108,313,334,0,0,157,882,911,316,315,432,615,1154,977,475,477,819,250,498,287,662,453,269,648,8660,1196,966,544,792,439,559,106,1365,750,693,518,490,701,1554,969,845,929,446,0,716,1270,528,806,968,1373,1027,1336,817,83,65,1237,1937,1260,1858,1111,568,1174,1466,1671,977,668,722,1713,1415,870,1912,1676,1274,2409,1500,974,1043,773,1924,292,329,355,327,233,27,428,468,552,487,427,580,0,0
"2.3.2.5",0,991,478,16,88,612,275,508,207,0,600,9,1033,2608,2440,1183,1632,2265,2766,3684,4834,2724,4052,3997,1134,2784,1789,3112,2882,2056,2545,76490,8919,3032,3868,5115,2218,3657,806,4404,2714,1476,1910,1830,2744,3531,4712,5011,3171,1627,0,2222,4604,2810,3144,3331,3702,2982,3317,3774,40,10,3778,9390,5529,2084,3190,2200,4239,3476,4123,3716,5854,2012,4375,3818,2543,4548,3468,2253,4804,3945,2041,1678,1174,3647,1945,2868,2594,4696,3667,899,2632,2131,2350,2967,4876,2442,0,0
"2.3.2.6",0,13741,4279,34,603,4233,1029,1855,2015,2061,6609,521,7328,20539,22384,9402,9037,11541,19709,26324,27464,12969,17342,20313,6685,15157,9375,16418,14517,9808,12380,300948,40097,19811,14395,21808,13131,18193,4164,33488,20881,15274,9461,10782,15006,24337,21618,21600,20749,11412,28,14150,24144,13422,18694,20584,20458,20184,24521,19785,1229,177,20937,37001,25044,13753,15144,10820,17147,20654,20588,17350,16692,11485,21151,18892,11760,21894,17130,12889,27128,23424,10892,10284,8078,18854,10524,14111,14217,19957,14447,3256,15104,13583,13316,14040,21141,15219,2642,3531
"2.3.3.1",0,22527,6761,114,1183,6404,2793,6191,2176,1477,12516,799,12663,36688,37775,16653,16365,20365,36240,45070,46888,20606,28001,34255,12699,30046,16186,29948,25742,18614,21026,530837,66801,35790,21189,36014,21260,31198,6943,58037,36690,25880,14335,16611,23463,37435,33095,33860,34497,19048,52,23271,39013,22148,31653,34393,32273,32550,39298,33099,2137,266,35124,58707,37414,22711,23204,17619,25887,35092,32474,27959,26804,19176,32424,29442,17656,32878,24451,19088,40255,36166,16555,16834,13065,27885,16565,22299,25346,37151,21724,4728,27269,24995,26231,22684,35077,26510,16396,23213
"2.3.3.10",0,546,1112,0,58,642,635,1291,43,11,695,85,1102,3480,3661,1421,1227,735,3546,3460,3136,1098,1514,2187,1118,2829,835,1468,1491,1239,1288,42694,3750,3990,790,956,1676,2680,508,8002,5136,3882,1506,1743,2430,3342,2084,2384,3981,1706,0,2412,2973,1807,2811,3008,1812,2306,4118,2239,77,2,2588,3750,1833,2138,2114,1838,982,3224,2098,1366,1170,1628,2811,2920,1428,1375,982,810,2670,3026,1322,1084,1541,1877,1698,2179,3606,3694,1273,217,2584,2929,3478,2628,3755,3406,7380,10133
"2.3.3.13",0,29357,8917,130,1015,7113,3871,6189,2638,1920,9753,699,16459,46671,50280,21815,22322,26361,50164,59262,59628,26776,36517,44390,16489,37835,21762,38201,33367,23374,25477,721693,92829,49228,29903,44347,27146,39690,8760,74810,46820,33712,19005,21419,30335,45747,42838,44191,44021,24220,47,30124,50837,28924,39363,44428,41706,41626,51530,41976,1739,305,44225,75742,48173,30292,30172,22217,34323,44218,42407,35555,31944,23976,41552,38151,22619,42623,32879,24904,52337,45153,19778,21162,16236,36396,23346,31379,35023,48614,29891,6896,36843,32830,34737,31927,48149,36465,9913,13683
"2.3.3.14",0,1295,734,20,29,1056,336,831,416,449,92,38,1675,4669,5692,2286,2533,3366,5522,6417,6414,2730,3817,4566,1703,4672,2726,4938,4127,2639,1287,77049,11346,5269,2743,3359,2831,4044,956,7507,4412,3168,1722,1854,2571,3799,4412,4443,4543,2576,0,2992,5170,3072,3872,4660,4286,4754,5453,4534,344,37,4764,6587,2644,3041,2410,1805,2008,3302,4354,4118,3251,1927,2954,3089,1327,3220,2058,1992,2724,2174,1012,1752,1303,2265,2057,3052,3624,5515,2632,678,3473,3175,3955,2952,4119,3290,0,0
"2.3.3.15",0,274,77,0,38,489,62,392,0,311,95,0,483,2099,1892,647,690,942,1538,1900,2538,1198,1665,1993,537,1194,844,1298,1308,952,1318,30353,4101,1777,1538,2016,998,1392,304,2463,1434,1181,721,954,1266,1710,2333,1962,1622,939,0,1250,2012,1195,1740,1840,1770,1523,2099,1832,0,0,1564,2867,2509,1742,1387,971,1963,1852,1667,1577,1801,870,2037,1754,1216,3398,3182,2008,3109,2691,1190,1468,687,2894,852,982,1154,1596,1122,212,1104,995,1020,886,1586,1220,0,0
"2.3.3.5",0,10105,972,44,319,1483,248,752,356,328,3356,36,1269,3274,3350,1247,1111,2059,2623,4895,5365,2350,2886,3522,1061,2439,1523,3015,2722,2040,2540,48260,5787,3159,2293,6373,2220,3276,714,6214,4094,3527,1652,1808,2959,5082,3519,3846,4041,2088,4,2715,4288,2261,3463,3470,2993,3634,4220,3633,651,65,4331,8664,6956,2486,3376,2475,4083,4898,3421,2948,3784,2267,4998,4084,2825,3522,2652,2308,6246,5767,2560,2466,2056,3786,1852,2359,2372,3254,2607,649,2118,1855,1872,2273,3646,2371,2642,3531
