"","V1","V2","V3","V4","V5","V6","V7"
"a08e3ef2a95afeb884ce1acab0f9dc01","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"a09d92a2711c74fe88b7f1d666c02c2f","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unassigned","Unassigned","Unassigned"
"a0b0cfb0ce233610358c6e4c91f8aeb7","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","uncultured bacterium"
"a0b3ed35188e203c60cb86773414b42e","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured organism"
"a0c1f01d3cae333293e9343cf20e460c","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","uncultured bacterium"
"a0dc187a367600c1b59f96bbbc4bc953","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium","Unassigned"
"a0dd16bace617b28dbd6e60099640339","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter","Unassigned"
"a0e2c80fc59c58da28de6a945c83b3dd","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"a0fd81642b6528f75c032184230eba99","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","uncultured bacterium"
"a10670116d25b72f2ecab586ce1a06f6","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"a10efd8a124784e97d3e13dea7bd26d5","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured bacterium"
"a117233061729c2e8ea4766f10acb2d7","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Unassigned"
"a11cd968f56f8b18e7ddd556013161f7","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured","Unassigned"
"a11ff0157d736253990a94c3c570e034","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Unassigned"
"a12bb6630c988311fabb7da8389dc579","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a1316146d7f10177da03c8792c688ea4","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","uncultured bacterium","Unassigned","Unassigned"
"a1351adb726c1c75fc1b677c303295e8","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","Unassigned","Unassigned"
"a1435ee8b3b18f0553c696182dfa650c","Bacteria","Firmicutes","Bacilli","RF39","uncultured bacterium","Unassigned","Unassigned"
"a144d4d219b9c28bb6a407fc057f078e","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","metagenome","Unassigned"
"a1456583b56ad1f26f05d504e2430441","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"a14e6fb98dfdb0c8bb6403538c4feaae","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured bacterium","Unassigned"
"a1595b1ef6f026206efc762c7aa526d0","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a16aa75940445ac4ad72cd4215c337ef","Bacteria","Patescibacteria","Gracilibacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a16e0a93b250b3b1f57bc2ed304d1c5f","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria","Unassigned","Unassigned","Unassigned"
"a16ef76171abc71dea657479d293b23c","Bacteria","Nitrospinota","P9X2b3D02","Unassigned","Unassigned","Unassigned","Unassigned"
"a171071f11662f45b30b66f388c3dccf","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"a17659f171989ef7030f5eecfc4dcce3","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"a18efbafce49b3d09ae7de46a5dea879","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unassigned"
"a1941d02ae53c0d11eb88d8a3a1f42f7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured organism"
"a19491287ec7189270b97903b79149f4","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas","Unassigned"
"a196f462d91b39aebea2b62eb30d17ef","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured bacterium"
"a1a00a0b2e0095f503b7e24b4d34b1d7","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","uncultured","uncultured bacterium"
"a1aa2ce5706439ace604fe1cfda6c88d","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts","uncultured bacterium"
"a1b9a8f2a1f811933acacf6c92a5ddc1","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned"
"a1ba45c4834bcb840719921da814bbcf","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a1bc3b4fe5b30383aaf743701c9eed6d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"a1c5eb1b065c4e203d6a8c62a695ebf9","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a1d9b959cf6c45d63f6055e57e6f10c7","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"a1dea60a96a124956c218d4e80470269","Bacteria","Planctomycetota","Pla4 lineage","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a1deeab4211c183f2dc3404e4a9f8c9a","Bacteria","Desulfobacterota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile","Unassigned"
"a1e24096df35b26b60dbd505d0a22f3b","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"a1e5cc5a7740aec212cb5fe5f20e729b","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unassigned","Unassigned","Unassigned"
"a1e8fa809b56df27637499c27b93fc46","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Unassigned"
"a1e99537bf88c0e938d0c26f44620989","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Psychrobium","Unassigned"
"a1feecf033bea96d247291be2132bbe0","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"a2031c28515895e33e90eab339318736","Bacteria","Acidobacteriota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a20baaa57f229bfa4fed01ef1bcc3618","Bacteria","Sumerlaeota","Sumerlaeia","uncultured","uncultured organism","Unassigned","Unassigned"
"a21b45a2e18d260fd3aac52ffe70c07e","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","uncultured organism","Unassigned","Unassigned"
"a229127790749bee3ef0648d0ea428e0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured bacterium","Unassigned"
"a22aef32476524f22a27522ea41ce1b2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter","Unassigned"
"a22d3c9e157b8053abd1d66b48af2ce1","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unassigned","Unassigned"
"a22e42f603cd824461ef3d24c0505d98","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","uncultured bacterium","Unassigned","Unassigned"
"a23aca67ed1ecb83f579a67e3653aba5","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unassigned","Unassigned"
"a23c4297379f72c6e72ac43684d05e58","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured bacterium"
"a2441c2836be4e82d236ea1bbc292b4e","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured bacterium","Unassigned","Unassigned"
"a24643bdbe26627098902b0302a6998f","Bacteria","SAR324 clade(Marine group B)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a247b2eae0ace94c994336a55979e326","Bacteria","Chloroflexi","Anaerolineae","SBR1031","Unassigned","Unassigned","Unassigned"
"a24f55a7b97aa66aa29e51fcc3944882","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Unassigned","Unassigned"
"a266db84806ba2793335026a835e5385","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8","uncultured bacterium","Unassigned"
"a26c219af4b0665b580f071b0278add1","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured bacterium","Unassigned","Unassigned"
"a288ef8480e65bc029db8555dbe94902","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"a2a403e71e2039945b34039026443000","Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","Izimaplasma","Unassigned"
"a2a7ae94422a24f0f03802bc8d792928","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unassigned","Unassigned"
"a2acf38ed68aa5c596c6c3de15c2aa56","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned"
"a2ae69f2a0926a2b9575e9454c9e22a8","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a2b66cd8af66ffe91170ed4578d7eea0","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned"
"a2bc22ad880e841c579c6bd5ccc3361a","Bacteria","Acidobacteriota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a2be6f242021270f96e6101228c0274e","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","Unassigned"
"a2c3ab46b97f3014ee8f7ad73d00b595","Bacteria","Bacteroidota","Bacteroidia","Unassigned","Unassigned","Unassigned","Unassigned"
"a2e903e468c885a2b43ceaab487320bf","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13","uncultured bacterium","Unassigned"
"a2f6da197339dfa01b9d17863519192e","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix","Unassigned"
"a3011708d2f090a71bc865e357f7270d","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured bacterium","Unassigned","Unassigned"
"a30252207ba423fd560ce2a5766301ba","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a306c0a663cc3c74f62306bb98c24e04","Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128","Unassigned"
"a309fbd0262ad058575782d955aeebbe","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unassigned","Unassigned"
"a311b93f8708ea1d84fdfad89f5c8b65","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","uncultured bacterium"
"a320723b58d8f0f169922eb0af713aea","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"a323e03b89a3e7e67ac0807786b0c711","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"a32c78ea6e89873ae98e3c9fcc95525e","Bacteria","Acidobacteriota","Subgroup 22","Unassigned","Unassigned","Unassigned","Unassigned"
"a32ef9e712eb0fed43441ab4d06da3b7","Bacteria","Myxococcota","Polyangia","Polyangiales","Eel-36e1D6","Unassigned","Unassigned"
"a334800f50a8c444be917ff4761071e9","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","Unassigned","Unassigned","Unassigned"
"a34021df34770810caa1dfc49eb8831d","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured planctomycete"
"a3437c3d0d28735b8bf8f196d4ceb3b3","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","uncultured bacterium","Unassigned","Unassigned"
"a3462be52ca96007a012af135722add8","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"a3595435c3205f8e0630d087bd0f0f1f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"a374fc3f36a739ba08df84bb5f654fe6","Bacteria","Proteobacteria","Gammaproteobacteria","pItb-vmat-80","uncultured bacterium","Unassigned","Unassigned"
"a37b7c19635e3c38a5ba32eb7fb61549","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured","uncultured bacterium"
"a386ecdfb047c2e2305e0ee58e65912b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muriicola","Unassigned"
"a388cd919fe845f902dca52a7467e49d","Bacteria","Chloroflexi","Anaerolineae","SBR1031","Unassigned","Unassigned","Unassigned"
"a388ef1f065bc9b5dc21d6523c043bb9","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a3897454f5d166226017909096f46186","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","Unassigned","Unassigned"
"a38c87e4536c91ded5fec84cc1bd9941","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula","Unassigned"
"a39333fb2ebc8094269508478caba589","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"a3990026207632caf3e2fb0484bd279e","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a3a0fcf3151153749908e925cde08ae8","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","uncultured bacterium","Unassigned"
"a3a8f474fcea38792c2c03ecb556d719","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a3ab6d14d6c099e3f681e9e52bcf0f77","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unassigned"
"a3ae8cbe388617f00ea346ee37149467","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae","Unassigned","Unassigned"
"a3ba1f9d9c6076c1abdb58a6613ea0dc","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Caldithrix","Unassigned"
"a3bf53db8f72a7e6aebfa6f3f69bc31b","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","Unassigned"
"a3c2f5c9ade6b6db7a362f32b4d1bb3e","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","LCP-80","Unassigned"
"a3d254eb2d81213d7352d19aa13136a2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter","Unassigned"
"a3df8e3761285501e0aad73bbaa419f8","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Marine Methylotrophic Group 2","Unassigned"
"a3e1b05a7e9ffc9e7740e17b54a4338c","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"a3ea3884a7f104c6eec494bacbde8f6f","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","Unassigned"
"a3fbbb046f2fd10a6e9e3ffd6ac43324","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","Unassigned","Unassigned"
"a3fc442659d33b8bbe641f8ed9de83cc","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Unassigned","Unassigned"
"a3fc4a5af66cd09446b33cc1a1099712","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"a40867442290586b1312b82359dd4663","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured actinobacterium","Unassigned"
"a411abe001b9f733f58b912927b2ccb9","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a41a1241c4a400e861a94e169a375879","Bacteria","NKB15","uncultured organism","Unassigned","Unassigned","Unassigned","Unassigned"
"a41e4eb0370d0a492d555987eb141d89","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"a4249126c5ab1a9f4915ed66a50f9693","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Marinicella","Unassigned"
"a4261cde2056f95f3deda96de978325e","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"a427f0cebe46ab7499590e8077a87e78","Bacteria","Desulfobacterota","Desulfuromonadia","Unassigned","Unassigned","Unassigned","Unassigned"
"a433ec4538dc10c8f10faf789873c8fe","Bacteria","Acidobacteriota","Subgroup 22","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a44b3395bff8eee5ecd7fc14a0724bdf","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured organism"
"a4582fc7814303906c1ad746ad8580f2","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Unassigned","Unassigned"
"a45a74148c1ddace62ab79ecae319dd0","Bacteria","SAR324 clade(Marine group B)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a45b4aa55fecf21860bf73ec412bf3e4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"a46276173ee57c4e10d727ce0f28f1a4","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a46a3a7dba18c785af1349bc2a2563e6","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Unassigned","Unassigned"
"a46ba33068ac90117446addb321a0e8f","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","Unassigned"
"a474cd1bd226d170f518c8d453c27f11","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured bacterium","Unassigned","Unassigned"
"a4906e31a376caa01435aeab313f4393","Bacteria","Desulfobacterota","Desulfobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a4ae8c849db6904e9269971bc1abb4dc","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","Unassigned","Unassigned"
"a4b1b6c5916b8c8ef04b90d6a9fa7481","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Dethiosulfatibacteraceae","Dethiosulfatibacter","uncultured bacterium"
"a4b814350bcf6a0cbe41461da50715e1","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Vallitalea","Unassigned"
"a4c04be6048b16364445cd1fbffb5e64","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured bacterium"
"a4c3cc33457191dd9e5d667113a093fe","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga","uncultured bacterium"
"a4c90439815d25113f0137b8bdd2fa4d","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a4ca7f10fcc7f3a3aa84540aac37dbd6","Bacteria","SAR324 clade(Marine group B)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a4cbe987942964b584e95e4efab6a176","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unassigned"
"a4cda7eebe10985438b166fab58cd72e","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","Unassigned"
"a4d42322b5401f989158872d266a2ca5","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","Unassigned"
"a4e9b1db5d5ad1617e14116bf7f205b0","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unassigned","Unassigned"
"a4eb029121821b7f9ea571dd9f8f5070","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas","Unassigned"
"a4ff6bfd0da095eafbf4fac72c146aae","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera","Unassigned"
"a50836833a8b0e5cf77345e0c3adf465","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","Unassigned"
"a510f44e95ddccb7bb5198926a82e13b","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","uncultured bacterium"
"a512a94d414f1038bbd762088294f07c","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA011-D5","Unassigned","Unassigned"
"a51fca73a8dde1fe155892dd0be30979","Bacteria","Patescibacteria","Gracilibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a520e48d73b33a3c68a34a8980b84fb3","Bacteria","Acidobacteriota","Subgroup 21","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a521b4ebf21f63f49550208d88a9d197","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","uncultured bacterium","Unassigned","Unassigned"
"a52ade25b2b5497f3e180052f470241b","Bacteria","LCP-89","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a5324d4e746c4122703ca2cb8226ca3a","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured organism"
"a53d8a8fa59e66ffaeb73c4452b7050c","Bacteria","NKB15","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a54840061e4a76baa357fc740e37d122","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium"
"a56a741bf555ed8063ea58862393e60d","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","Unassigned"
"a5743405f3eb886a4130bf0a5b88c51c","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","uncultured bacterium"
"a582799f01f0c4a1ee1daebdecdcb269","Bacteria","Acidobacteriota","Subgroup 22","Unassigned","Unassigned","Unassigned","Unassigned"
"a58a1b86c81e1cc1acc253e3801fa86d","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"a5956e8651f3000c832db6cc879e53c7","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a59908e6ad28c8a7d856b5505ba3851b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Unassigned"
"a5b751b1e6a6d8ac746639b5bb86ee06","Bacteria","Proteobacteria","Gammaproteobacteria","Milano-WF1B-44","uncultured bacterium","Unassigned","Unassigned"
"a5bd4f70d5bb5d9c516a1f36b4f5c704","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Unassigned","Unassigned"
"a5c1cf87159e8c6176913da9e2913935","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unassigned","Unassigned"
"a5c54688f11da38f05caf759360631dc","Bacteria","Planctomycetota","Pla4 lineage","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a5c60ea1851d81049aaf01b00f08e848","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thiohalophilus","uncultured bacterium"
"a5cbc7343115df9206afc3886f17dabe","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Unassigned"
"a5d89c2a32ddb396384bc873845ac61b","Bacteria","Acidobacteriota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a5dbb2dd730c93863585e9c86d96a8cf","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unassigned","Unassigned"
"a5e59581f14e2489ae20467d02c57074","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","Unassigned","Unassigned"
"a5ef7d6df318af50b61bfa34de2d9125","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a5f03551139ddac079590318d9309bc1","Bacteria","Planctomycetota","SPG12-343-353-B69","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a5f7a5022ecb3122e1fa4db1ff46ab15","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","uncultured bacterium","Unassigned","Unassigned"
"a6034b24f87c9837fd0a23622efa7bcb","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a6077d8839956b6021cdf75171775d71","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Unassigned"
"a60ad0abbc01c897ac0180776c2ee017","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"a60b22d3b73bc00e34ffe5115971a1b1","Bacteria","Latescibacterota","Latescibacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a6143357c1c0c6b7cfc6ee3577745e13","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a615df5072d52f0cf040994062eda21e","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a617746c23f6d4c1a4cc39bee4b06b62","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"a617ec1e16cd6c9facd4a9cfb016cfc5","Bacteria","Myxococcota","Polyangia","VHS-B3-70","Unassigned","Unassigned","Unassigned"
"a619caa5848df9525980658feb62675b","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","Unassigned"
"a61b72169c60643d998739f781172f46","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa","Unassigned"
"a627837e4652e3bc84452b1bc3ac5609","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unassigned","Unassigned"
"a635b265a7173a8bdc9e384594ccd2bf","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unassigned"
"a6469324ff3e3707fcd11c8d7c985280","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limibaculum","Unassigned"
"a648877355f4f429388d15e2d7651dee","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","uncultured bacterium"
